evidence_id,case_id,evidence_type,description,seizure_date
EVID0776,CASE228,Email Records,Email threads between the complainant and the fraudulent sender.,2025-03-29 05:50:23
EVID0777,CASE228,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-04-01 10:29:21
EVID0778,CASE228,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-03-29 12:15:54
EVID0779,CASE228,IP Address Log,IP address access log associated with the fraud transaction.,2025-04-02 06:39:08
EVID0780,CASE228,Hard Disk,Hard drive containing files and data log information.,2025-03-28 14:12:36
EVID0781,CASE229,Email Records,Email threads between the complainant and the fraudulent sender.,2025-07-20 16:00:27
EVID0782,CASE229,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-07-24 02:29:09
EVID0783,CASE229,IP Address Log,IP address access log associated with the fraud transaction.,2025-07-28 22:44:34
EVID0784,CASE229,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-07-20 16:35:12
EVID0785,CASE229,Threat Letter,Threat letter written by the accused received by the victim.,2025-07-28 21:22:43
EVID0786,CASE230,Threat Letter,Threat letter written by the accused received by the victim.,2026-01-10 10:48:23
EVID0787,CASE231,SIM Card,SIM card recovered from the suspect's possession's device.,2025-07-18 06:45:07
EVID0788,CASE231,Wallet,Wallet recovered from the crime scene near Kammanahalli Main Road containing identity cards.,2025-07-20 19:44:24
EVID0789,CASE231,Mobile Phone,Seized phone containing suspicious communications.,2025-07-19 15:01:04
EVID0790,CASE231,Hard Disk,Hard drive containing files and data log information.,2025-07-14 02:52:17
EVID0791,CASE231,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-07-17 18:16:04
EVID0792,CASE232,IP Address Log,Access logs showing logins to the target banking portal.,2025-06-24 14:46:15
EVID0793,CASE232,Bank Statement,Certified bank account statements detailing unauthorized transfers.,2025-06-21 03:37:08
EVID0794,CASE232,Email Records,Phishing or fraudulent email communications retrieved.,2025-06-23 08:24:36
EVID0795,CASE233,Bank Statement,Certified bank account statements detailing unauthorized transfers.,2025-09-05 07:47:44
EVID0796,CASE233,Transaction Receipt,Receipt showing transactions related to the fraud.,2025-09-02 09:00:08
EVID0797,CASE233,IP Address Log,Access logs showing logins to the target banking portal.,2025-09-01 08:05:42
EVID0798,CASE233,Email Records,Phishing or fraudulent email communications retrieved.,2025-09-05 13:42:27
EVID0799,CASE233,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-08-28 01:47:12
EVID0800,CASE234,Mobile Phone,Seized phone containing suspicious communications.,2026-04-22 22:39:24
EVID0801,CASE234,Laptop,Personal laptop containing document files related to the case.,2026-04-25 22:18:43
EVID0802,CASE234,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-04-20 21:46:15
EVID0803,CASE234,Broken Glass,Broken glass shards collected for forensic examination.,2026-04-24 08:38:49
EVID0804,CASE234,Threat Letter,Threat letter written by the accused received by the victim.,2026-04-22 00:05:58
EVID0805,CASE235,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Vidyapeetha Circle Link Road.,2025-06-04 10:51:20
EVID0806,CASE235,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-06-07 17:19:30
EVID0807,CASE235,Laptop,Personal laptop containing document files related to the case.,2025-06-09 22:37:09
EVID0808,CASE236,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Kadri Highway.,2026-05-31 11:09:37
EVID0809,CASE236,Laptop,Personal laptop containing document files related to the case.,2026-05-30 09:29:38
EVID0810,CASE236,SIM Card,SIM card recovered from the suspect's possession's device.,2026-06-04 06:33:44
EVID0811,CASE236,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-06-03 14:26:52
EVID0812,CASE236,Threat Letter,Threat letter written by the accused received by the victim.,2026-06-03 01:16:48
EVID0813,CASE237,CCTV Footage,CCTV footage recorded at the crime scene near RT Nagar Main Road location showing the suspect's possession.,2026-05-12 00:28:25
EVID0814,CASE237,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2026-05-11 04:57:42
EVID0815,CASE237,Fingerprints,Latent fingerprints lifted from the crime scene near RT Nagar Main Road environment.,2026-05-07 01:15:19
EVID0816,CASE238,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-10-14 12:43:01
EVID0817,CASE238,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-10-15 23:50:18
EVID0818,CASE238,IP Address Log,IP address access log associated with the fraud transaction.,2025-10-15 19:15:30
EVID0819,CASE238,Email Records,Email threads between the complainant and the fraudulent sender.,2025-10-21 06:19:55
EVID0820,CASE239,IP Address Log,Access logs showing logins to the target banking portal.,2025-11-04 11:01:22
EVID0821,CASE239,Email Records,Phishing or fraudulent email communications retrieved.,2025-11-05 13:23:04
EVID0822,CASE239,Transaction Receipt,Receipt showing transactions related to the fraud.,2025-10-31 23:28:47
EVID0823,CASE240,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Lakshmipuram Station Road.,2025-02-05 16:56:35
EVID0824,CASE240,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-02-10 13:42:28
EVID0825,CASE240,Hard Disk,Hard drive containing files and data log information.,2025-02-13 04:39:15
EVID0826,CASE240,Mobile Phone,Seized phone containing suspicious communications.,2025-02-05 14:18:02
EVID0827,CASE240,Threat Letter,Threat letter written by the accused received by the victim.,2025-02-12 21:19:45
EVID0828,CASE241,Fingerprints,Latent fingerprints lifted from the crime scene near Singasandra Station Road environment.,2026-06-14 16:33:38
EVID0829,CASE241,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2026-06-14 07:46:42
EVID0830,CASE241,CCTV Footage,CCTV footage recorded at the crime scene near Singasandra Station Road location showing the suspect's possession.,2026-06-07 15:43:25
EVID0831,CASE242,SIM Card,SIM card recovered from the suspect's possession's device.,2025-05-21 01:42:17
EVID0832,CASE242,Wallet,Wallet recovered from the crime scene near Chikkalasandra Bypass Road containing identity cards.,2025-05-16 20:43:39
EVID0833,CASE242,Broken Glass,Broken glass shards collected for forensic examination.,2025-05-18 03:39:26
EVID0834,CASE242,Mobile Phone,Seized phone containing suspicious communications.,2025-05-19 06:45:02
EVID0835,CASE242,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Chikkalasandra Bypass Road.,2025-05-17 06:45:46
EVID0836,CASE243,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Langford Town Bazaar Street.,2026-05-08 12:39:30
EVID0837,CASE243,Broken Glass,Broken glass shards collected for forensic examination.,2026-04-30 13:22:47
EVID0838,CASE243,Mobile Phone,Seized phone containing suspicious communications.,2026-05-05 23:15:11
EVID0839,CASE243,SIM Card,SIM card recovered from the suspect's possession's device.,2026-05-05 19:57:04
EVID0840,CASE244,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2025-01-10 04:26:14
EVID0841,CASE244,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2025-01-12 10:30:43
EVID0842,CASE244,CCTV Footage,CCTV footage recorded at the crime scene near Srirampura Club Road location showing the suspect's possession.,2025-01-13 18:34:38
EVID0843,CASE245,IP Address Log,Access logs showing logins to the target banking portal.,2026-01-12 18:28:58
EVID0844,CASE245,Transaction Receipt,Receipt showing transactions related to the fraud.,2026-01-16 17:22:07
EVID0845,CASE246,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-12-30 02:49:19
EVID0846,CASE246,IP Address Log,IP address access log associated with the fraud transaction.,2026-01-04 12:56:41
EVID0847,CASE246,UPI Transaction Log,Official transaction statements from UPI bank records.,2026-01-02 05:03:58
EVID0848,CASE247,Email Records,Phishing or fraudulent email communications retrieved.,2025-03-11 02:47:04
EVID0849,CASE247,Transaction Receipt,Receipt showing transactions related to the fraud.,2025-03-11 00:15:06
EVID0850,CASE248,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-08-17 11:10:06
EVID0851,CASE248,Broken Glass,Broken glass shards collected for forensic examination.,2025-08-18 13:55:30
EVID0852,CASE248,Mobile Phone,Seized phone containing suspicious communications.,2025-08-16 03:07:53
EVID0853,CASE249,Mobile Phone,Seized phone containing suspicious communications.,2025-09-05 21:41:16
EVID0854,CASE249,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-09-12 02:23:04
EVID0855,CASE249,Wallet,Wallet recovered from the crime scene near Harlur Road 4th Ring Road containing identity cards.,2025-09-07 02:28:12
EVID0856,CASE249,Threat Letter,Threat letter written by the accused received by the victim.,2025-09-13 03:53:09
EVID0857,CASE249,SIM Card,SIM card recovered from the suspect's possession's device.,2025-09-11 19:49:14
EVID0858,CASE250,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2025-12-12 07:29:35
EVID0859,CASE250,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2025-12-11 14:45:11
EVID0860,CASE251,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Benson Town Bazaar Street.,2025-06-27 01:07:27
EVID0861,CASE251,Wallet,Wallet recovered from the crime scene near Benson Town Bazaar Street containing identity cards.,2025-06-25 02:35:01
EVID0862,CASE252,Transaction Receipt,Receipt showing transactions related to the fraud.,2025-06-12 00:41:44
EVID0863,CASE252,IP Address Log,Access logs showing logins to the target banking portal.,2025-06-11 17:53:10
EVID0864,CASE253,Wallet,Wallet recovered from the crime scene near Surathkal Cross Road containing identity cards.,2026-05-30 18:20:55
EVID0865,CASE253,SIM Card,SIM card recovered from the suspect's possession's device.,2026-06-02 06:33:39
EVID0866,CASE254,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-02-27 03:22:25
EVID0867,CASE254,IP Address Log,IP address access log associated with the fraud transaction.,2025-02-27 01:04:08
EVID0868,CASE254,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-03-01 12:40:27
EVID0869,CASE254,Email Records,Email threads between the complainant and the fraudulent sender.,2025-02-27 20:02:04
EVID0870,CASE255,IP Address Log,IP address access log associated with the fraud transaction.,2025-01-27 15:51:19
EVID0871,CASE255,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-01-24 01:31:42
EVID0872,CASE256,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2026-04-09 10:31:38
EVID0873,CASE256,Fingerprints,Latent fingerprints lifted from the crime scene near Bendoorwell Main Road environment.,2026-04-09 01:13:20
EVID0874,CASE257,Hard Disk,Hard drive containing files and data log information.,2025-05-19 06:36:15
EVID0875,CASE257,Broken Glass,Broken glass shards collected for forensic examination.,2025-05-24 04:50:41
EVID0876,CASE257,SIM Card,SIM card recovered from the suspect's possession's device.,2025-05-21 06:10:35
EVID0877,CASE258,Wallet,Wallet recovered from the crime scene near Tavarekere Main Road containing identity cards.,2025-02-28 05:41:38
EVID0878,CASE258,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-03-02 11:39:50
EVID0879,CASE259,SIM Card,SIM card recovered from the suspect's possession's device.,2025-09-12 10:46:24
EVID0880,CASE259,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-09-12 16:48:39
EVID0881,CASE260,Mobile Phone,Seized phone containing suspicious communications.,2025-07-18 07:14:40
EVID0882,CASE260,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-07-20 04:18:13
EVID0883,CASE261,Clothing,Stained clothing of the victim containing forensic trace material.,2025-05-04 05:39:37
EVID0884,CASE261,Blood Sample,Blood spatter samples collected from the scene of the incident.,2025-04-29 19:24:26
EVID0885,CASE261,Weapon of Offence,"Weapon used in the crime (e.g. knife, rod) recovered near the scene.",2025-05-04 02:52:05
EVID0886,CASE261,DNA Sample,Biological DNA samples extracted from the crime scene near Chamundipuram Highway.,2025-04-25 10:49:40
EVID0887,CASE261,Mobile Phone,Seized phone containing suspicious communications.,2025-04-28 14:22:32
EVID0888,CASE261,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Chamundipuram Highway.,2025-05-01 15:09:17
EVID0889,CASE261,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-04-24 15:35:17
EVID0890,CASE262,Email Records,Email threads between the complainant and the fraudulent sender.,2025-08-28 09:07:15
EVID0891,CASE262,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-08-22 03:11:32
EVID0892,CASE262,IP Address Log,IP address access log associated with the fraud transaction.,2025-08-28 00:25:22
EVID0893,CASE262,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-08-28 18:12:08
EVID0894,CASE263,Email Records,Phishing or fraudulent email communications retrieved.,2025-06-24 18:51:16
EVID0895,CASE263,Bank Statement,Certified bank account statements detailing unauthorized transfers.,2025-06-30 01:56:37
EVID0896,CASE263,Transaction Receipt,Receipt showing transactions related to the fraud.,2025-07-01 09:08:21
EVID0897,CASE263,IP Address Log,Access logs showing logins to the target banking portal.,2025-06-23 19:00:28
EVID0898,CASE264,Bank Statement,Certified bank account statements detailing unauthorized transfers.,2026-01-02 09:16:21
EVID0899,CASE264,Transaction Receipt,Receipt showing transactions related to the fraud.,2026-01-09 01:19:33
EVID0900,CASE265,Hard Disk,Hard drive containing files and data log information.,2025-10-31 02:09:32
EVID0901,CASE265,Wallet,Wallet recovered from the crime scene near Padmanabhanagar Bazaar Street containing identity cards.,2025-10-30 04:26:35
EVID0902,CASE265,Mobile Phone,Seized phone containing suspicious communications.,2025-10-30 12:43:57
EVID0903,CASE265,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-10-22 12:20:01
EVID0904,CASE265,Threat Letter,Threat letter written by the accused received by the victim.,2025-10-24 17:16:32
EVID0905,CASE266,Weapon of Offence,"Weapon used in the crime (e.g. knife, rod) recovered near the scene.",2026-01-13 01:33:18
EVID0906,CASE266,Clothing,Stained clothing of the victim containing forensic trace material.,2026-01-15 23:08:27
EVID0907,CASE266,DNA Sample,Biological DNA samples extracted from the crime scene near 100 Feet Road Indiranagar.,2026-01-12 03:01:26
EVID0908,CASE266,Blood Sample,Blood spatter samples collected from the scene of the incident.,2026-01-16 23:31:42
EVID0909,CASE266,SIM Card,SIM card recovered from the suspect's possession's device.,2026-01-15 03:20:00
EVID0910,CASE266,SIM Card,SIM card recovered from the suspect's possession's device.,2026-01-09 05:00:55
EVID0911,CASE266,SIM Card,SIM card recovered from the suspect's possession's device.,2026-01-08 00:03:38
EVID0912,CASE267,SIM Card,SIM card recovered from the suspect's possession's device.,2026-04-09 19:48:51
EVID0913,CASE267,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-04-09 14:12:25
EVID0914,CASE268,Email Records,Phishing or fraudulent email communications retrieved.,2025-11-11 01:42:40
EVID0915,CASE268,IP Address Log,Access logs showing logins to the target banking portal.,2025-11-12 12:40:03
EVID0916,CASE269,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2025-04-17 08:12:12
EVID0917,CASE269,CCTV Footage,CCTV footage recorded at the crime scene near Saraswathipuram 3th Highway location showing the suspect's possession.,2025-04-17 15:00:17
EVID0918,CASE269,Fingerprints,Latent fingerprints lifted from the crime scene near Saraswathipuram 3th Highway environment.,2025-04-13 23:50:34
EVID0919,CASE269,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2025-04-15 10:53:41
EVID0920,CASE269,Threat Letter,Threat letter written by the accused received by the victim.,2025-04-16 08:22:23
EVID0921,CASE270,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Neelasandra Main Road.,2025-01-24 17:27:39
EVID0922,CASE270,Threat Letter,Threat letter written by the accused received by the victim.,2025-01-27 04:38:01
EVID0923,CASE270,Laptop,Personal laptop containing document files related to the case.,2025-02-02 09:24:08
EVID0924,CASE270,Broken Glass,Broken glass shards collected for forensic examination.,2025-01-28 10:30:14
EVID0925,CASE271,Mobile Phone,Seized phone containing suspicious communications.,2026-01-08 17:41:17
EVID0926,CASE272,IP Address Log,IP address access log associated with the fraud transaction.,2025-05-09 09:19:38
EVID0927,CASE272,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-05-10 23:30:08
EVID0928,CASE272,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-05-15 06:57:03
EVID0929,CASE272,Email Records,Email threads between the complainant and the fraudulent sender.,2025-05-14 21:56:14
EVID0930,CASE272,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Harlur Road Lane.,2025-05-12 04:36:59
EVID0931,CASE273,Mobile Phone,Seized phone containing suspicious communications.,2026-03-13 07:42:45
EVID0932,CASE273,Threat Letter,Threat letter written by the accused received by the victim.,2026-03-18 23:50:20
EVID0933,CASE273,Broken Glass,Broken glass shards collected for forensic examination.,2026-03-12 07:07:36
EVID0934,CASE273,SIM Card,SIM card recovered from the suspect's possession's device.,2026-03-11 05:42:05
EVID0935,CASE274,IP Address Log,IP address access log associated with the fraud transaction.,2026-02-10 09:04:28
EVID0936,CASE274,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2026-02-01 21:53:57
EVID0937,CASE274,UPI Transaction Log,Official transaction statements from UPI bank records.,2026-02-10 08:03:52
EVID0938,CASE274,Email Records,Email threads between the complainant and the fraudulent sender.,2026-02-06 19:25:13
EVID0939,CASE275,Hard Disk,Hard drive containing files and data log information.,2025-07-03 19:55:36
EVID0940,CASE275,Wallet,Wallet recovered from the crime scene near Udyambag Main Road containing identity cards.,2025-06-26 02:56:10
EVID0941,CASE275,SIM Card,SIM card recovered from the suspect's possession's device.,2025-06-28 08:16:36
EVID0942,CASE275,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Udyambag Main Road.,2025-06-30 02:46:05
EVID0943,CASE276,Hard Disk,Hard drive containing files and data log information.,2025-07-15 17:11:22
EVID0944,CASE276,Wallet,Wallet recovered from the crime scene near Bilekahalli Highway containing identity cards.,2025-07-17 20:11:20
EVID0945,CASE276,Mobile Phone,Seized phone containing suspicious communications.,2025-07-22 01:01:42
EVID0946,CASE277,SIM Card,SIM card recovered from the suspect's possession's device.,2025-07-28 18:43:40
EVID0947,CASE277,Hard Disk,Hard drive containing files and data log information.,2025-07-26 11:18:14
EVID0948,CASE277,Wallet,Wallet recovered from the crime scene near Jayalakshmipuram Main Road containing identity cards.,2025-07-26 10:22:50
EVID0949,CASE278,Clothing,Stained clothing of the victim containing forensic trace material.,2025-08-12 19:01:59
EVID0950,CASE278,Blood Sample,Blood spatter samples collected from the scene of the incident.,2025-08-11 02:33:29
EVID0951,CASE278,DNA Sample,Biological DNA samples extracted from the crime scene near JP Nagar Mysuru Ring Road.,2025-08-11 06:57:18
EVID0952,CASE278,Weapon of Offence,"Weapon used in the crime (e.g. knife, rod) recovered near the scene.",2025-08-04 09:57:41
EVID0953,CASE278,Broken Glass,Broken glass shards collected for forensic examination.,2025-08-12 20:39:49
EVID0954,CASE279,SIM Card,SIM card recovered from the suspect's possession's device.,2025-07-26 12:18:58
EVID0955,CASE279,Threat Letter,Threat letter written by the accused received by the victim.,2025-07-28 22:57:04
EVID0956,CASE280,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near HAL Bypass Road.,2025-10-10 05:39:10
EVID0957,CASE280,Laptop,Personal laptop containing document files related to the case.,2025-10-09 12:03:54
EVID0958,CASE280,Broken Glass,Broken glass shards collected for forensic examination.,2025-10-05 09:43:38
EVID0959,CASE281,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-02-06 03:34:59
EVID0960,CASE281,Threat Letter,Threat letter written by the accused received by the victim.,2026-02-01 20:41:46
EVID0961,CASE282,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Devaraja Mohalla Link Road.,2025-05-30 19:39:42
EVID0962,CASE282,Broken Glass,Broken glass shards collected for forensic examination.,2025-05-31 03:58:26
EVID0963,CASE282,Threat Letter,Threat letter written by the accused received by the victim.,2025-06-02 03:36:34
EVID0964,CASE283,Mobile Phone,Seized phone containing suspicious communications.,2026-03-12 02:44:03
EVID0965,CASE283,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-03-05 04:22:08
EVID0966,CASE283,Threat Letter,Threat letter written by the accused received by the victim.,2026-03-04 14:35:17
EVID0967,CASE284,Wallet,Wallet recovered from the crime scene near Yelahanka New Town Road containing identity cards.,2025-04-29 07:01:37
EVID0968,CASE285,Email Records,Email threads between the complainant and the fraudulent sender.,2025-07-19 04:39:38
EVID0969,CASE285,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-07-19 11:41:14
EVID0970,CASE285,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-07-26 02:35:57
EVID0971,CASE286,Email Records,Phishing or fraudulent email communications retrieved.,2026-01-11 09:02:57
EVID0972,CASE286,Bank Statement,Certified bank account statements detailing unauthorized transfers.,2026-01-10 12:04:16
EVID0973,CASE287,SIM Card,SIM card recovered from the suspect's possession's device.,2026-03-22 14:59:13
EVID0974,CASE287,Laptop,Personal laptop containing document files related to the case.,2026-03-21 15:33:33
EVID0975,CASE287,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Sanjaynagar Double Road.,2026-03-25 22:15:51
EVID0976,CASE288,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2025-04-18 09:08:25
EVID0977,CASE288,Fingerprints,Latent fingerprints lifted from the crime scene near Lalbagh Mangaluru 4th Cross Road environment.,2025-04-09 06:48:00
EVID0978,CASE288,CCTV Footage,CCTV footage recorded at the crime scene near Lalbagh Mangaluru 4th Cross Road location showing the suspect's possession.,2025-04-14 17:15:19
EVID0979,CASE288,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2025-04-09 20:29:13
EVID0980,CASE289,Broken Glass,Broken glass shards collected for forensic examination.,2025-03-29 12:26:35
EVID0981,CASE289,Hard Disk,Hard drive containing files and data log information.,2025-03-31 15:24:52
EVID0982,CASE289,Wallet,Wallet recovered from the crime scene near Narayanpur Dharwad 4th Church Road containing identity cards.,2025-03-31 10:06:29
EVID0983,CASE289,SIM Card,SIM card recovered from the suspect's possession's device.,2025-04-01 00:50:48
EVID0984,CASE290,CCTV Footage,CCTV footage recorded at the crime scene near RT Nagar 4th Junction Road location showing the suspect's possession.,2025-11-19 03:28:36
EVID0985,CASE290,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2025-11-13 00:32:29
EVID0986,CASE291,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2026-04-20 10:59:48
EVID0987,CASE291,CCTV Footage,CCTV footage recorded at the crime scene near Hindwadi Lane location showing the suspect's possession.,2026-04-18 22:33:18
EVID0988,CASE292,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2025-04-07 19:29:43
EVID0989,CASE292,CCTV Footage,CCTV footage recorded at the crime scene near Kyathasandra Bazaar Street location showing the suspect's possession.,2025-04-02 18:05:25
EVID0990,CASE293,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Amaragol Main Road.,2025-06-16 04:12:14
EVID0991,CASE293,Wallet,Wallet recovered from the crime scene near Amaragol Main Road containing identity cards.,2025-06-10 08:05:51
EVID0992,CASE293,Mobile Phone,Seized phone containing suspicious communications.,2025-06-14 13:24:08
EVID0993,CASE294,SIM Card,SIM card recovered from the suspect's possession's device.,2025-07-17 13:40:39
EVID0994,CASE294,Mobile Phone,Seized phone containing suspicious communications.,2025-07-13 15:15:02
EVID0995,CASE294,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Kulshekar 3th Bypass Road.,2025-07-17 07:24:19
EVID0996,CASE295,Hard Disk,Hard drive containing files and data log information.,2026-01-31 11:29:24
EVID0997,CASE295,Broken Glass,Broken glass shards collected for forensic examination.,2026-01-27 03:47:29
EVID0998,CASE295,Aadhaar Card,Aadhaar Card of the suspect's possession found at the crime scene near Outer Ring Road.,2026-02-01 01:17:25
EVID0999,CASE295,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2026-01-29 20:52:05
EVID1000,CASE296,Mobile Phone,Seized smartphone containing suspicious messaging application data.,2025-08-04 15:27:55
EVID1001,CASE296,UPI Transaction Log,Official transaction statements from UPI bank records.,2025-08-04 04:54:11
EVID1002,CASE296,Email Records,Email threads between the complainant and the fraudulent sender.,2025-08-07 11:37:19
EVID1003,CASE296,IP Address Log,IP address access log associated with the fraud transaction.,2025-08-09 08:48:05
EVID1004,CASE296,Laptop,Personal laptop containing document files related to the case.,2025-08-06 10:18:00
EVID1005,CASE297,Email Records,Phishing or fraudulent email communications retrieved.,2026-03-09 23:21:39
EVID1006,CASE297,IP Address Log,Access logs showing logins to the target banking portal.,2026-03-11 00:56:21
EVID1007,CASE297,Bank Statement,Certified bank account statements detailing unauthorized transfers.,2026-03-06 19:24:08
EVID1008,CASE297,Transaction Receipt,Receipt showing transactions related to the fraud.,2026-03-07 19:45:33
EVID1009,CASE298,Toll Plaza Slip,Toll receipt indicating the movement of the stolen vehicle.,2026-01-28 08:49:37
EVID1010,CASE298,Vehicle Key,Physical spare keys of the stolen vehicle recovered from the suspect's possession.,2026-02-01 15:50:03
EVID1011,CASE298,CCTV Footage,CCTV footage recorded at the crime scene near Keshwapur Highway location showing the suspect's possession.,2026-01-27 14:58:32
EVID1012,CASE299,UPI Transaction Log,Official transaction statements from UPI bank records.,2026-02-17 02:46:19
EVID1013,CASE299,IP Address Log,IP address access log associated with the fraud transaction.,2026-02-20 06:18:44
EVID1014,CASE300,Hard Disk,Hard drive containing files and data log information.,2025-12-15 06:58:35
EVID1015,CASE300,Threat Letter,Threat letter written by the accused received by the victim.,2025-12-16 01:18:09
EVID1016,CASE300,Spent Cartridge Case,Spent cartridge shell recovered from the location.,2025-12-12 06:21:02
EVID1017,CASE300,Wallet,Wallet recovered from the crime scene near Kalasipalyam Main Road containing identity cards.,2025-12-09 07:31:34
